,playerName,PlayerID,Position,Mins,Passes Completed,Passes Attempted,Pass Completion Rate,Forward Passes,Long Passes,xT via Pass,npxG,xA,Shots,Tackles,Interceptions,Fouls,Aerials,Recoveries,Ball Wins,Touches,Box Touches,Final 1/3 Touches,Progressive Passes,Progressive Carries,Box Passes,Box Carries,Successful Take Ons,xT Carry,xT Received
242,Cheick Doucouré,374993,Center Mid,986,367.0,422.0,0.8696682464454977,214.0,8.0,0.7857436299999999,0.2760165389627218,0.6929316148161888,6.0,34.0,20.0,11.0,5.0,74.0,37.0,570.0,7.0,100.0,35.0,1.0,5.0,1.0,10.0,0.10643261999999996,0.39207057
243,Cheikhou Kouyaté,66741,Attacking Mid/Winger,37,7.0,12.0,0.5833333333333334,4.0,0.0,0.059244729999999995,0.020944729447364807,0.0,1.0,3.0,0.0,4.0,1.0,4.0,1.0,18.0,3.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0005547,0.06184887000000001
244,Cheikhou Kouyaté,66741,Center Mid,202,38.0,59.0,0.6440677966101694,20.0,0.0,0.06629925,0.449484471231699,0.0,4.0,5.0,2.0,4.0,8.0,8.0,2.0,90.0,3.0,28.0,1.0,1.0,0.0,1.0,1.0,0.20355906999999998,0.13927143
245,Cheikhou Kouyaté,66741,Full Back,20,2.0,2.0,1.0,2.0,0.0,0.002753199999999999,0.0,0.049864593893289566,0.0,0.0,0.0,0.0,1.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,Chiedozie Ogbene,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.06765374541282654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,Chiedozie Ogbene,352908,Attacking Mid/Winger,1186,251.0,347.0,0.723342939481268,95.0,2.0,1.8178852300000001,2.2743689762428403,2.283746376633644,14.0,14.0,3.0,30.0,13.0,64.0,12.0,569.0,51.0,283.0,24.0,51.0,15.0,25.0,24.0,1.40670004,2.56992551
248,Chiedozie Ogbene,352908,Center Back,112,29.0,38.0,0.7631578947368421,10.0,2.0,0.038616679999999994,0.0,0.0,0.0,0.0,0.0,6.0,2.0,5.0,0.0,59.0,5.0,20.0,2.0,4.0,0.0,2.0,3.0,0.06995171,0.14324729
249,Chiedozie Ogbene,352908,Center Mid,15,0.0,2.0,0.0,0.0,0.0,0.01083551,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.021989269999999995,0.04944884
250,Chiedozie Ogbene,352908,Forward,19,4.0,7.0,0.5714285714285714,2.0,0.0,0.007287600000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,1.0,6.0,0.0,1.0,0.0,1.0,1.0,0.013106799999999998,0.03956210999999999
251,Chiedozie Ogbene,352908,Full Back,722,277.0,354.0,0.7824858757062146,118.0,6.0,1.8497871300000002,2.39106054417789,0.6884675249457359,18.0,3.0,2.0,18.0,11.0,49.0,5.0,497.0,34.0,228.0,35.0,43.0,19.0,15.0,31.0,1.06355423,1.35627415
252,Chris Basham,35607,Attacking Mid/Winger,16,11.0,13.0,0.8461538461538461,6.0,0.0,0.08722396999999998,0.0,0.0591948963701725,0.0,1.0,0.0,0.0,0.0,2.0,1.0,15.0,0.0,8.0,2.0,2.0,1.0,1.0,1.0,0.024200080000000006,0.055979890000000004
253,Chris Basham,35607,Center Back,203,61.0,83.0,0.7349397590361446,38.0,4.0,0.09552365999999998,0.262707008048892,0.1946883499622345,2.0,2.0,3.0,4.0,3.0,7.0,4.0,115.0,2.0,12.0,3.0,1.0,1.0,0.0,1.0,0.02819361,0.1965076
254,Chris Basham,35607,Center Mid,131,31.0,42.0,0.7380952380952381,14.0,0.0,0.041149080000000005,0.0,0.0,0.0,4.0,2.0,2.0,4.0,7.0,2.0,64.0,3.0,15.0,0.0,0.0,0.0,0.0,1.0,0.016431590000000006,0.029679399999999995
255,Chris Mepham,342842,Center Back,664,287.0,347.0,0.8270893371757925,192.0,24.0,0.8532196999999999,0.06115475296974182,0.2674830546602607,1.0,12.0,7.0,17.0,28.0,29.0,15.0,426.0,6.0,23.0,26.0,6.0,6.0,2.0,0.0,0.14679917999999997,0.70965123
256,Chris Mepham,342842,Center Mid,6,2.0,2.0,1.0,2.0,1.0,0.017731540000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.002096840000000001,0.0016982099999999986
257,Chris Mepham,342842,Full Back,3,7.0,9.0,0.7777777777777778,4.0,0.0,0.0058848400000000006,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,Chris Richards,395401,Center Back,1173,416.0,498.0,0.8353413654618473,238.0,20.0,0.62423447,0.6604610197246075,0.4493139199912548,10.0,17.0,12.0,9.0,36.0,48.0,17.0,657.0,16.0,31.0,36.0,1.0,2.0,1.0,1.0,0.07799451,1.77468502
259,Chris Richards,395401,Center Mid,792,222.0,267.0,0.8314606741573034,120.0,8.0,0.30145153999999996,0.0,0.1700224201194942,0.0,22.0,12.0,10.0,17.0,29.0,24.0,357.0,4.0,29.0,7.0,0.0,2.0,0.0,0.0,0.03084505000000001,0.24946838999999998
260,Chris Richards,395401,Forward,8,1.0,1.0,1.0,1.0,0.0,0.0003527700000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261,Chris Richards,395401,Full Back,102,43.0,56.0,0.7678571428571429,22.0,3.0,0.10645153000000002,0.0,0.0,0.0,3.0,1.0,0.0,3.0,2.0,0.0,67.0,0.0,15.0,6.0,0.0,0.0,0.0,0.0,0.011182269999999996,0.01954687
262,Chris Wood,73380,Center Back,29,0.0,1.0,0.0,0.0,0.0,0.27113113,0.0,0.09289004653692245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023629729999999998
263,Chris Wood,73380,Forward,1778,260.0,395.0,0.6582278481012658,102.0,6.0,0.5331218000000001,8.910070104524493,1.816565823275596,40.0,7.0,1.0,33.0,68.0,42.0,8.0,613.0,88.0,238.0,10.0,12.0,13.0,16.0,6.0,1.1731309799999998,7.432661030000001
264,Christian Eriksen,69344,Attacking Mid/Winger,97,79.0,92.0,0.8586956521739131,46.0,6.0,0.7496249799999999,0.0,0.5517359562218189,0.0,5.0,0.0,0.0,0.0,7.0,6.0,108.0,0.0,33.0,13.0,4.0,7.0,0.0,0.0,0.10841619000000001,0.03611888
265,Christian Eriksen,69344,Center Mid,1122,553.0,685.0,0.8072992700729927,259.0,27.0,1.7535333299999998,1.1740791145712137,1.9398345667868853,13.0,12.0,4.0,10.0,1.0,79.0,12.0,784.0,12.0,212.0,43.0,11.0,17.0,4.0,3.0,0.3424778,1.07725585
266,Christian Nørgaard,101856,Center Mid,2532,1091.0,1376.0,0.7928779069767442,629.0,58.0,3.3419326000000003,3.0521124359220266,2.71832921076566,34.0,76.0,52.0,61.0,40.0,196.0,95.0,1781.0,56.0,371.0,115.0,10.0,33.0,7.0,6.0,0.5905213,4.433107290000001
267,Christopher Nkunku,300945,Attacking Mid/Winger,210,71.0,81.0,0.8765432098765432,21.0,3.0,0.16622480999999997,0.38724661618471146,0.03743312880396843,5.0,2.0,1.0,7.0,2.0,2.0,3.0,114.0,14.0,60.0,4.0,3.0,3.0,3.0,0.0,0.19065152,0.794214
268,Christopher Nkunku,300945,Center Mid,42,18.0,19.0,0.9473684210526315,9.0,0.0,0.2688122,0.5738652348518372,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,5.0,16.0,2.0,1.0,3.0,0.0,0.0,0.02045263999999999,0.52385718
269,Christopher Nkunku,300945,Forward,106,15.0,17.0,0.8823529411764706,5.0,0.0,0.033540719999999996,0.6383566856384277,0.056534893810749054,2.0,0.0,1.0,2.0,3.0,2.0,2.0,29.0,4.0,17.0,0.0,1.0,1.0,1.0,1.0,0.15100214,0.13284218999999997
270,Clément Lenglet,236511,Center Back,1144,759.0,849.0,0.8939929328621908,466.0,46.0,1.1740874,0.8929302264004946,0.7695252373814583,8.0,13.0,6.0,13.0,15.0,32.0,16.0,971.0,12.0,57.0,66.0,21.0,4.0,0.0,3.0,0.5254677699999999,1.5841426599999997
271,Cody Gakpo,352825,Attacking Mid/Winger,285,79.0,105.0,0.7523809523809524,38.0,2.0,0.37801867,0.6626345384865999,0.1976184919476509,10.0,3.0,6.0,13.0,4.0,23.0,6.0,166.0,12.0,73.0,13.0,9.0,7.0,5.0,5.0,0.22532882000000004,0.62343317
272,Cody Gakpo,352825,Center Mid,346,102.0,125.0,0.816,54.0,2.0,0.39834759000000003,0.5974809424951673,0.14255235716700554,10.0,6.0,2.0,14.0,4.0,15.0,6.0,192.0,14.0,83.0,13.0,10.0,9.0,1.0,6.0,0.19295175000000003,0.7963844200000001
273,Cody Gakpo,352825,Forward,965,191.0,257.0,0.7431906614785992,89.0,4.0,1.47553904,4.555912151932716,2.107700766995549,35.0,16.0,4.0,31.0,20.0,30.0,17.0,446.0,67.0,231.0,28.0,11.0,21.0,11.0,16.0,0.46983743999999994,4.08161066
274,Cody Gakpo,352825,Full Back,21,14.0,15.0,0.9333333333333333,9.0,0.0,0.25392170999999997,0.5831807851791382,0.19964861869812012,4.0,0.0,0.0,0.0,2.0,3.0,0.0,22.0,6.0,16.0,2.0,1.0,4.0,0.0,2.0,0.04638625,0.16893036
275,Cole Palmer,395692,Attacking Mid/Winger,2128,857.0,1083.0,0.791320406278855,410.0,56.0,4.703935179999999,8.241340363863856,8.058348316699266,76.0,21.0,15.0,40.0,0.0,78.0,25.0,1454.0,101.0,704.0,136.0,71.0,66.0,35.0,38.0,2.0109240899999996,4.306848629999999
276,Cole Palmer,395692,Center Mid,31,29.0,36.0,0.8055555555555556,15.0,1.0,0.14350080999999998,0.0,0.0783112645149231,0.0,0.0,0.0,1.0,0.0,2.0,0.0,46.0,2.0,34.0,3.0,3.0,4.0,1.0,3.0,0.08286015000000001,0.08685804
277,Cole Palmer,395692,Forward,381,150.0,171.0,0.8771929824561403,73.0,5.0,0.8359076299999999,1.2358852922916412,1.1426144037395716,12.0,1.0,2.0,6.0,1.0,13.0,2.0,224.0,18.0,100.0,14.0,11.0,13.0,5.0,7.0,0.26540872,0.5556587700000002
278,Connor Roberts,135865,Attacking Mid/Winger,68,10.0,17.0,0.5882352941176471,6.0,1.0,0.030227140000000003,0.0,0.02525996044278145,0.0,2.0,0.0,1.0,3.0,1.0,2.0,26.0,0.0,4.0,2.0,0.0,0.0,1.0,0.0,0.19357222,0.015772309999999994
279,Connor Roberts,135865,Forward,34,7.0,10.0,0.7,4.0,0.0,0.02395929,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.014241460000000004,0.034867999999999996
280,Connor Roberts,135865,Full Back,801,378.0,466.0,0.8111587982832618,214.0,11.0,1.14109491,0.0,0.3090553395450115,0.0,10.0,4.0,12.0,3.0,39.0,7.0,534.0,4.0,112.0,44.0,5.0,13.0,1.0,0.0,0.17036973,0.34069682
281,Conor Bradley,424945,Full Back,777,404.0,514.0,0.7859922178988327,180.0,15.0,1.38481316,0.7280166558921337,1.8540252521634102,12.0,32.0,10.0,19.0,10.0,50.0,28.0,690.0,40.0,250.0,37.0,22.0,21.0,12.0,13.0,0.7114356199999999,1.38066754
282,Conor Gallagher,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.09931774437427521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283,Conor Gallagher,375621,Attacking Mid/Winger,1365,543.0,617.0,0.880064829821718,240.0,19.0,1.48134552,2.7673006169497967,3.0207433328032494,23.0,28.0,12.0,54.0,7.0,71.0,26.0,838.0,40.0,297.0,38.0,11.0,25.0,10.0,8.0,0.44211349000000005,1.89825059
284,Conor Gallagher,375621,Center Mid,1800,1116.0,1241.0,0.8992747784045125,478.0,32.0,2.7293303299999994,2.239259210880846,2.3040466997772455,22.0,52.0,28.0,82.0,16.0,136.0,61.0,1570.0,35.0,492.0,65.0,22.0,28.0,12.0,23.0,0.8077353799999998,2.6067872199999997
285,Craig Dawson,73063,Center Back,2385,1104.0,1274.0,0.8665620094191523,796.0,100.0,1.6199087799999998,1.5444761160761118,1.1984265241771936,16.0,30.0,16.0,35.0,63.0,100.0,31.0,1560.0,37.0,58.0,73.0,5.0,5.0,4.0,3.0,0.44743651,2.4948557200000003
286,Cristian Romero,323663,Center Back,2794,2165.0,2355.0,0.9193205944798302,1528.0,55.0,4.28850053,3.0578227378427982,0.6005089487880468,19.0,58.0,38.0,48.0,76.0,171.0,60.0,2695.0,25.0,180.0,147.0,23.0,14.0,2.0,5.0,1.2559318099999999,3.214090879999999
287,Curtis Jones,355354,Attacking Mid/Winger,15,3.0,3.0,1.0,1.0,0.0,0.003852569999999996,0.04414420202374458,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02634068
288,Curtis Jones,355354,Center Mid,1278,690.0,757.0,0.9114927344782034,290.0,12.0,1.3562639399999998,2.1627875696867704,0.5912229809910059,17.0,25.0,7.0,30.0,7.0,71.0,22.0,956.0,39.0,304.0,35.0,22.0,21.0,10.0,15.0,0.8095188199999999,2.25823905
289,Cédric Soares,69945,Full Back,61,60.0,69.0,0.8695652173913043,16.0,4.0,0.07979462,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,70.0,0.0,12.0,3.0,0.0,0.0,0.0,0.0,0.023665810000000002,0.05271136000000001
290,Daiki Hashioka,411101,Attacking Mid/Winger,35,17.0,19.0,0.8947368421052632,13.0,1.0,0.034866520000000005,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,23.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.002433450000000001,0.003930539999999998
291,Daiki Hashioka,411101,Center Back,340,110.0,138.0,0.7971014492753623,73.0,4.0,0.37154518,0.11498963087797165,0.039717912673950195,2.0,4.0,6.0,6.0,8.0,11.0,8.0,184.0,2.0,12.0,7.0,0.0,1.0,0.0,0.0,0.03905154000000001,0.02664586
292,Daiki Hashioka,411101,Center Mid,21,4.0,5.0,0.8,2.0,0.0,0.00803652,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.003324930000000002
293,Daiki Hashioka,411101,Full Back,133,58.0,78.0,0.7435897435897436,28.0,1.0,0.18632014,0.0,0.04327742010354996,0.0,5.0,1.0,5.0,1.0,8.0,3.0,102.0,0.0,43.0,8.0,0.0,2.0,0.0,0.0,0.04453725999999999,0.20986812
294,Dan Bentley,134543,Goalkeeper,314,67.0,98.0,0.6836734693877551,63.0,16.0,0.08646404999999999,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,109.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0019473200000000006,0.017052039999999997
295,Dan Burn,82277,Center Back,585,240.0,285.0,0.8421052631578947,177.0,4.0,0.25306022,0.19377534464001656,0.08782347291707993,3.0,10.0,7.0,11.0,24.0,20.0,11.0,357.0,8.0,15.0,13.0,2.0,1.0,1.0,0.0,0.179398,0.7351565800000001
296,Dan Burn,82277,Full Back,2056,969.0,1218.0,0.7955665024630542,559.0,17.0,2.0659197499999995,2.6102075576782227,0.8913225010037422,17.0,47.0,29.0,26.0,70.0,94.0,35.0,1501.0,33.0,190.0,64.0,14.0,9.0,8.0,4.0,0.8005172300000002,3.63003056
297,Dane Scarlett,407154,Attacking Mid/Winger,4,1.0,1.0,1.0,1.0,0.0,0.010829250000000002,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01026281
298,Dane Scarlett,407154,Forward,3,0.0,1.0,0.0,0.0,0.0,0.015218159999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009735420000000002
299,Dango Ouattara,422183,Attacking Mid/Winger,659,125.0,208.0,0.6009615384615384,50.0,4.0,0.7315861300000001,1.3017703406512737,0.5027243811637163,12.0,18.0,9.0,17.0,15.0,22.0,17.0,353.0,33.0,160.0,17.0,19.0,10.0,9.0,10.0,0.48916278,2.32264398
300,Dango Ouattara,422183,Full Back,583,228.0,318.0,0.7169811320754716,107.0,13.0,1.1243891099999999,0.9372207205742598,0.872530959546566,12.0,23.0,13.0,13.0,17.0,40.0,20.0,442.0,28.0,140.0,33.0,14.0,8.0,11.0,9.0,0.66853032,1.8651811600000001
301,Daniel Gore,467768,Center Mid,1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002954400000000001
302,Daniel Muñoz,400496,Full Back,1353,486.0,629.0,0.7726550079491256,223.0,10.0,1.3309488999999999,0.684865090996027,1.7399067003279924,6.0,50.0,23.0,35.0,22.0,65.0,33.0,875.0,35.0,258.0,56.0,11.0,14.0,4.0,11.0,0.38261727000000006,2.3725414
303,Danilo,399250,Attacking Mid/Winger,159,24.0,35.0,0.6857142857142857,9.0,2.0,0.047828329999999995,0.0,0.0,0.0,3.0,2.0,1.0,2.0,6.0,1.0,50.0,1.0,10.0,3.0,1.0,1.0,0.0,3.0,0.01968897,0.0788237
304,Danilo,399250,Center Mid,1559,530.0,666.0,0.7957957957957958,297.0,40.0,1.4185304200000002,1.9368774788454175,1.1573533155024052,22.0,26.0,29.0,18.0,11.0,101.0,42.0,903.0,15.0,181.0,41.0,11.0,16.0,4.0,13.0,0.4990575299999999,0.74958736
305,Danilo,399250,Forward,10,1.0,2.0,0.5,1.0,0.0,0.001888540000000001,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.01507968,0.006855700000000001
306,Danny Ings,91762,Attacking Mid/Winger,124,23.0,34.0,0.6764705882352942,12.0,0.0,0.06143567,0.6056332588195801,0.49416008591651917,6.0,4.0,1.0,3.0,0.0,4.0,3.0,64.0,10.0,28.0,1.0,4.0,1.0,2.0,3.0,0.24399182,0.20259028
307,Danny Ings,91762,Center Back,14,1.0,4.0,0.25,0.0,0.0,0.006184829999999999,0.2063606232404709,0.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,10.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.07293775999999999,0.004700079999999999
308,Danny Ings,91762,Center Mid,35,6.0,8.0,0.75,1.0,0.0,0.004102609999999998,0.0,0.043692223727703094,0.0,0.0,0.0,1.0,0.0,0.0,1.0,12.0,1.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.03655385
309,Danny Ings,91762,Forward,257,41.0,53.0,0.7735849056603774,15.0,0.0,0.08429844,0.2576317936182022,0.0,4.0,1.0,1.0,6.0,3.0,6.0,1.0,88.0,8.0,43.0,1.0,0.0,1.0,0.0,2.0,0.01207903,0.7353902200000001
310,Danny Ings,91762,Full Back,7,1.0,2.0,0.5,1.0,0.0,0.046818019999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.13396625999999998
311,Danny Welbeck,39308,Attacking Mid/Winger,335,92.0,106.0,0.8679245283018868,32.0,0.0,0.13205895,1.0792600847780704,0.7936065569519997,11.0,9.0,2.0,8.0,4.0,5.0,7.0,163.0,18.0,75.0,3.0,4.0,4.0,3.0,0.0,0.18665789000000002,1.0937329
312,Danny Welbeck,39308,Forward,1244,285.0,349.0,0.8166189111747851,101.0,1.0,0.6310552299999999,3.894005350768566,1.0744407000020146,26.0,18.0,7.0,21.0,10.0,34.0,16.0,533.0,53.0,233.0,11.0,18.0,13.0,16.0,7.0,0.9791432099999997,2.9009833799999996
313,Dara O'Shea,362826,Center Back,2952,1302.0,1638.0,0.7948717948717948,845.0,109.0,3.2287426799999994,1.0314699849113822,1.8218110455200076,18.0,33.0,32.0,49.0,118.0,133.0,31.0,1991.0,48.0,134.0,128.0,31.0,12.0,4.0,1.0,1.0991456400000001,2.7511694799999997
314,Darwin Núñez,400828,Attacking Mid/Winger,269,43.0,65.0,0.6615384615384615,17.0,3.0,0.43577354,1.4178841579705477,0.8122268468141556,8.0,6.0,0.0,9.0,4.0,11.0,3.0,118.0,19.0,66.0,5.0,10.0,5.0,7.0,4.0,0.22641596999999997,1.02187024
315,Darwin Núñez,400828,Center Mid,28,5.0,9.0,0.5555555555555556,1.0,0.0,0.04872823,0.30485329031944275,0.01704854518175125,2.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,4.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,0.12037009000000001
316,Darwin Núñez,400828,Forward,1785,275.0,388.0,0.7087628865979382,112.0,7.0,2.02598581,13.791392650455236,4.5827827248722315,89.0,14.0,3.0,33.0,28.0,39.0,9.0,670.0,171.0,459.0,37.0,47.0,38.0,46.0,11.0,2.17295729,9.747172240000001
317,Darwin Núñez,400828,Full Back,74,10.0,16.0,0.625,5.0,0.0,0.09308021999999999,0.3718858454376459,0.5436961799860001,6.0,1.0,0.0,0.0,2.0,3.0,0.0,27.0,11.0,19.0,2.0,4.0,1.0,4.0,0.0,0.12299991999999998,0.83386617
318,David Brooks,295084,Attacking Mid/Winger,268,78.0,108.0,0.7222222222222222,45.0,3.0,0.75259674,1.4556097630411386,1.084356913343072,11.0,4.0,1.0,4.0,1.0,13.0,3.0,153.0,11.0,76.0,20.0,6.0,11.0,2.0,4.0,0.10283086,0.8258226099999999
319,David Brooks,295084,Center Mid,11,5.0,6.0,0.8333333333333334,4.0,0.0,0.11720506,0.32974469661712646,0.0772705152630806,1.0,1.0,0.0,2.0,0.0,2.0,1.0,8.0,1.0,3.0,3.0,1.0,2.0,0.0,0.0,0.0033935599999999995,0.009975980000000002
320,David Brooks,295084,Full Back,35,12.0,18.0,0.6666666666666666,5.0,3.0,0.14195251,0.016012076288461685,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,23.0,0.0,8.0,3.0,0.0,2.0,0.0,0.0,0.013100410000000002,0.05583344
321,David Datro Fofana,410522,Forward,943,116.0,170.0,0.6823529411764706,39.0,4.0,0.49747609000000004,4.294064648449421,1.8192821219563484,19.0,10.0,1.0,26.0,13.0,21.0,7.0,351.0,49.0,166.0,9.0,17.0,8.0,17.0,15.0,0.5275456,2.7787732700000003
322,David Ozoh,464285,Attacking Mid/Winger,1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
323,David Ozoh,464285,Center Back,64,10.0,11.0,0.9090909090909091,4.0,0.0,0.00750517,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,18.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0048432200000000005,0.004006570000000003
324,David Ozoh,464285,Center Mid,111,38.0,40.0,0.95,17.0,0.0,0.03200349999999999,0.0,0.0,0.0,8.0,0.0,2.0,3.0,6.0,2.0,57.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.025817899999999998,0.06561838
325,David Raya,276366,Goalkeeper,2898,746.0,994.0,0.7505030181086519,728.0,134.0,1.5001557600000002,0.0,0.0,0.0,1.0,0.0,4.0,5.0,34.0,1.0,1098.0,0.0,0.0,133.0,1.0,0.0,0.0,0.0,0.10108194000000001,0.15236964999999997
326,Davinson Sánchez,322655,Center Back,81,68.0,75.0,0.9066666666666666,55.0,3.0,0.13484354999999998,0.08058816194534302,0.0,1.0,0.0,1.0,3.0,3.0,4.0,1.0,84.0,1.0,14.0,2.0,0.0,0.0,0.0,0.0,0.007673640000000003,0.23430480999999992
327,Dean Henderson,304008,Goalkeeper,1543,256.0,447.0,0.5727069351230425,248.0,62.0,0.5663177199999999,0.0,0.0,0.0,1.0,0.0,1.0,3.0,13.0,1.0,527.0,0.0,0.0,56.0,0.0,1.0,0.0,0.0,0.03509363000000001,0.05737821000000002
328,Declan Rice,332325,Center Mid,3267,1966.0,2201.0,0.8932303498409814,1152.0,77.0,5.451566450000001,3.471176104620099,5.177062685601413,54.0,79.0,43.0,43.0,37.0,172.0,80.0,2624.0,65.0,670.0,131.0,59.0,65.0,17.0,21.0,1.6610110400000002,3.4861588799999996
329,Deivid Washington,478451,Forward,4,0.0,0.0,,0.0,0.0,0.0028480399999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00704982
330,Deivid Washington,478451,Full Back,13,1.0,1.0,1.0,0.0,0.0,0.0,0.13435913622379303,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005505920000000003
331,Dejan Kulusevski,355855,Attacking Mid/Winger,2744,888.0,1143.0,0.7769028871391076,338.0,16.0,6.663077309999999,3.5097756730392575,7.701324511319399,46.0,58.0,16.0,75.0,6.0,121.0,44.0,1645.0,228.0,981.0,134.0,115.0,108.0,90.0,49.0,3.3685587400000006,6.80806435
332,Dejan Kulusevski,355855,Forward,36,16.0,19.0,0.8421052631578947,6.0,0.0,0.06847737999999999,0.07091982662677765,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,29.0,4.0,24.0,1.0,1.0,1.0,1.0,4.0,0.03858956000000001,0.08441889000000002
333,Destiny Udogie,401044,Full Back,2628,1235.0,1437.0,0.8594293667362561,679.0,7.0,2.8858570000000006,2.4965075328946114,2.3506184089928865,9.0,68.0,37.0,87.0,22.0,169.0,54.0,1890.0,74.0,529.0,72.0,56.0,34.0,20.0,24.0,1.30921189,3.11940884
334,Diego Carlos,134984,Attacking Mid/Winger,69,46.0,51.0,0.9019607843137255,37.0,0.0,0.05889020999999999,0.47286713123321533,0.0,2.0,4.0,0.0,2.0,2.0,5.0,3.0,67.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.01660486,0.07580746
335,Diego Carlos,134984,Center Back,1679,987.0,1124.0,0.8781138790035588,719.0,58.0,1.6586167900000004,0.6045568808913231,0.1006918977946043,5.0,23.0,13.0,24.0,18.0,63.0,26.0,1286.0,18.0,39.0,101.0,9.0,4.0,3.0,2.0,0.60970562,1.4684574
336,Diego Carlos,134984,Center Mid,14,21.0,23.0,0.9130434782608695,18.0,2.0,0.0721646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,23.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.008152879999999998,0.006649909999999995
337,Diego Carlos,134984,Full Back,14,10.0,11.0,0.9090909090909091,8.0,0.0,0.00913488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.006590079999999998,0.001000580000000001
