,Season,playerName,PlayerID,Position,Mins,Passes Completed,Passes Attempted,Pass Completion Rate,Forward Passes,Long Passes,xT via Pass,npxG,xA,Shots,Tackles,Interceptions,Fouls,Aerials,Recoveries,Ball Wins,Touches,Box Touches,Final 1/3 Touches,Progressive Passes,Progressive Carries,Box Passes,Box Carries,Successful Take Ons,xT Carry,xT Received
969,2022/23,Pascal Struijk,355609,Center Back,378,152.0,170.0,0.8941176470588236,93.0,10.0,0.29944113,0.025781635,0.27313155,1.0,10.0,4.0,1.0,8.0,24.0,8.0,213.0,2.0,6.0,12.0,1.0,0.0,1.0,0.0,0.08586274,0.1187030699999999
970,2022/23,Pascal Struijk,355609,Forward,3,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
971,2022/23,Pascal Struijk,355609,Full Back,1940,893.0,1141.0,0.782646801051709,556.0,15.0,2.78096972,1.5251228,2.2366073,15.0,72.0,27.0,39.0,52.0,115.0,48.0,1458.0,29.0,384.0,101.0,12.0,16.0,0.0,9.0,0.36121257,2.06445744
972,2022/23,Patrick Bamford,109670,Attacking Mid/Winger,71,12.0,14.0,0.8571428571428571,4.0,0.0,0.0791200599999999,1.6190987,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,22.0,7.0,11.0,1.0,1.0,1.0,1.0,0.0,0.04726436,0.6937148799999999
973,2022/23,Patrick Bamford,109670,Center Mid,5,0.0,1.0,0.0,0.0,0.0,0.0124940899999999,0.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,1.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01225661
974,2022/23,Patrick Bamford,109670,Forward,1523,217.0,317.0,0.6845425867507886,83.0,0.0,0.95181886,5.7074323,0.9900214,44.0,8.0,5.0,48.0,35.0,47.0,10.0,583.0,80.0,278.0,13.0,19.0,17.0,23.0,11.0,1.06327739,6.47951294
975,2022/23,Patson Daka,345560,Attacking Mid/Winger,117,23.0,37.0,0.6216216216216216,6.0,0.0,0.0217926999999999,0.67038095,0.11394638,5.0,2.0,1.0,8.0,5.0,7.0,1.0,59.0,7.0,26.0,0.0,7.0,0.0,3.0,0.0,0.15320863,0.28531427
976,2022/23,Patson Daka,345560,Center Back,78,7.0,16.0,0.4375,1.0,0.0,0.00153345,0.35656622,0.0,3.0,2.0,1.0,3.0,4.0,1.0,2.0,37.0,9.0,26.0,0.0,0.0,0.0,1.0,1.0,0.0175862199999999,0.33681704
977,2022/23,Patson Daka,345560,Center Mid,93,33.0,45.0,0.7333333333333333,8.0,4.0,0.02270217,0.0,0.09840244,0.0,2.0,2.0,4.0,1.0,2.0,1.0,62.0,2.0,31.0,0.0,0.0,0.0,1.0,1.0,0.02863096,0.18611139
978,2022/23,Patson Daka,345560,Forward,966,132.0,195.0,0.676923076923077,48.0,2.0,0.80883355,2.643108,2.618707,22.0,8.0,3.0,23.0,16.0,26.0,9.0,328.0,43.0,163.0,13.0,8.0,14.0,9.0,5.0,0.3143472099999999,2.62551804
979,2022/23,Paul Onuachu,122182,Attacking Mid/Winger,98,12.0,19.0,0.631578947368421,5.0,0.0,0.03479908,0.039268706,0.27635506,1.0,1.0,0.0,3.0,8.0,3.0,1.0,36.0,2.0,13.0,2.0,0.0,0.0,0.0,2.0,0.00225252,0.24368727
980,2022/23,Paul Onuachu,122182,Forward,336,43.0,72.0,0.5972222222222222,17.0,4.0,0.08836807,0.88817644,0.042970628,10.0,2.0,0.0,17.0,29.0,11.0,2.0,137.0,23.0,67.0,1.0,1.0,2.0,3.0,7.0,0.0258068099999999,1.80260939
981,2022/23,Pedro Neto,0,0,0,0.0,0.0,,0.0,0.0,0.0011710799999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
982,2022/23,Pedro Neto,337916,Attacking Mid/Winger,838,235.0,316.0,0.7436708860759493,77.0,11.0,0.8578350499999998,0.8795512,1.6286092,12.0,11.0,4.0,17.0,0.0,41.0,8.0,466.0,47.0,278.0,35.0,37.0,22.0,17.0,15.0,0.8653257299999998,1.915298
983,2022/23,Pedro Neto,337916,Center Mid,3,0.0,0.0,,0.0,0.0,0.00506755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036052
984,2022/23,Pedro Neto,337916,Forward,99,21.0,30.0,0.7,7.0,0.0,0.1135934699999999,0.096371144,0.14859805,3.0,0.0,0.0,5.0,0.0,5.0,0.0,49.0,4.0,24.0,2.0,4.0,2.0,3.0,2.0,0.10031692,0.1503932
985,2022/23,Pedro Neto,337916,Full Back,80,28.0,38.0,0.7368421052631579,6.0,2.0,0.0422315399999999,0.063445166,0.097394735,2.0,0.0,0.0,1.0,0.0,5.0,0.0,50.0,2.0,23.0,0.0,6.0,1.0,1.0,1.0,0.10129881,0.20169193
986,2022/23,Pedro Porro,362352,Attacking Mid/Winger,94,27.0,43.0,0.627906976744186,13.0,2.0,0.1361544699999999,0.11838071,0.52410257,2.0,2.0,2.0,0.0,0.0,7.0,3.0,63.0,4.0,25.0,4.0,1.0,2.0,0.0,0.0,0.0136415799999999,0.31104073
987,2022/23,Pedro Porro,362352,Full Back,1110,438.0,603.0,0.7263681592039801,182.0,13.0,3.0031154,1.1886723,2.3138795,24.0,23.0,13.0,28.0,1.0,78.0,22.0,804.0,21.0,272.0,62.0,21.0,32.0,6.0,14.0,0.6409612300000002,1.5311844100000005
988,2022/23,Pervis Estupiñán,298694,Attacking Mid/Winger,29,9.0,13.0,0.6923076923076923,7.0,0.0,0.21912036,0.0,0.28487438,0.0,0.0,0.0,0.0,1.0,1.0,0.0,19.0,2.0,11.0,2.0,2.0,2.0,1.0,0.0,0.03579,0.0669305299999999
989,2022/23,Pervis Estupiñán,298694,Center Back,120,90.0,102.0,0.8823529411764706,45.0,1.0,0.16414658,0.05199181,0.0,1.0,3.0,0.0,5.0,3.0,4.0,1.0,116.0,1.0,31.0,5.0,0.0,1.0,0.0,0.0,0.0209611,0.11153509
990,2022/23,Pervis Estupiñán,298694,Full Back,2681,1477.0,1806.0,0.8178294573643411,718.0,32.0,6.210512940000001,2.056846,4.0613184,28.0,58.0,37.0,63.0,32.0,186.0,52.0,2168.0,74.0,630.0,110.0,56.0,56.0,27.0,19.0,1.81442002,3.4972086199999994
991,2022/23,Phil Foden,331254,Attacking Mid/Winger,1835,838.0,1025.0,0.817560975609756,247.0,23.0,3.1989226700000004,5.4875383,4.2708855,46.0,15.0,5.0,36.0,18.0,88.0,15.0,1323.0,133.0,794.0,75.0,50.0,70.0,32.0,35.0,1.9990382,7.39441807
992,2022/23,Phil Foden,331254,Forward,15,3.0,4.0,0.75,2.0,0.0,0.00528239,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0146788499999999
993,2022/23,Phil Foden,331254,Full Back,99,63.0,78.0,0.8076923076923077,17.0,1.0,0.2092746699999999,0.0,0.105553955,0.0,1.0,0.0,2.0,0.0,3.0,0.0,96.0,5.0,49.0,7.0,2.0,4.0,2.0,5.0,0.1309484,0.39791947
994,2022/23,Philip Billing,145277,Attacking Mid/Winger,1752,468.0,622.0,0.752411575562701,218.0,7.0,1.87492064,3.2789507,2.4702313,29.0,38.0,12.0,31.0,33.0,79.0,38.0,906.0,54.0,320.0,37.0,13.0,22.0,10.0,20.0,0.3883573999999999,3.451477229999999
995,2022/23,Philip Billing,145277,Center Mid,867,264.0,326.0,0.8098159509202454,134.0,16.0,0.6297885799999999,0.637573,0.72848547,6.0,21.0,19.0,23.0,15.0,54.0,26.0,455.0,10.0,77.0,17.0,3.0,2.0,2.0,5.0,0.1069932999999999,0.5546759
996,2022/23,Philip Billing,145277,Forward,303,81.0,104.0,0.7788461538461539,34.0,3.0,0.43516918,0.54182804,0.17009369,3.0,4.0,0.0,11.0,4.0,13.0,4.0,157.0,6.0,58.0,3.0,3.0,3.0,1.0,3.0,0.0646288399999999,0.39897615
997,2022/23,Philippe Coutinho,80767,Attacking Mid/Winger,691,247.0,327.0,0.7553516819571865,112.0,8.0,0.88370324,1.1907066,0.31653774,18.0,15.0,3.0,21.0,3.0,32.0,11.0,462.0,19.0,196.0,19.0,15.0,8.0,3.0,11.0,0.3686443200000001,1.2809671400000002
998,2022/23,Philippe Coutinho,80767,Center Mid,53,10.0,14.0,0.7142857142857143,6.0,0.0,0.01975991,0.031456154,0.0,1.0,1.0,0.0,4.0,0.0,3.0,1.0,26.0,2.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0144225599999999,0.0354188499999999
999,2022/23,Philippe Coutinho,80767,Forward,8,5.0,9.0,0.5555555555555556,1.0,0.0,0.0,0.0024802762,0.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,12.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0114345199999999
1000,2022/23,Philippe Coutinho,80767,Full Back,61,26.0,32.0,0.8125,13.0,2.0,0.06305503,0.02199904,0.0,1.0,3.0,1.0,4.0,0.0,2.0,3.0,53.0,5.0,27.0,4.0,2.0,1.0,2.0,2.0,0.0842986499999999,0.1113708599999999
1001,2022/23,Pierre-Emerick Aubameyang,44120,Attacking Mid/Winger,175,20.0,31.0,0.6451612903225806,9.0,1.0,0.0969054899999999,0.73719794,0.093007974,6.0,1.0,0.0,2.0,2.0,7.0,0.0,49.0,7.0,25.0,2.0,1.0,1.0,1.0,1.0,0.0170741,0.68708327
1002,2022/23,Pierre-Emerick Aubameyang,44120,Center Mid,19,4.0,6.0,0.6666666666666666,3.0,0.0,0.00160897,0.28933054,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32771253
1003,2022/23,Pierre-Emerick Aubameyang,44120,Forward,339,39.0,55.0,0.7090909090909091,14.0,1.0,0.08790191,0.37117448,0.22680195,4.0,0.0,2.0,4.0,0.0,3.0,0.0,83.0,11.0,33.0,2.0,1.0,1.0,3.0,2.0,0.06396862,0.6604337299999999
1004,2022/23,Pierre-Emerick Aubameyang,44120,Full Back,78,19.0,19.0,1.0,3.0,0.0,0.07460464,0.65992177,0.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,31.0,4.0,22.0,1.0,3.0,1.0,2.0,0.0,0.10348444,0.2682092399999999
1005,2022/23,Pierre-Emile Højbjerg,101859,Center Mid,3304,2021.0,2287.0,0.8836904241364233,1082.0,156.0,5.305560560000001,1.8123602,2.996114,33.0,56.0,49.0,74.0,27.0,245.0,70.0,2765.0,35.0,467.0,149.0,24.0,45.0,7.0,31.0,0.8533787199999999,3.3798222999999994
1006,2022/23,Pontus Jansson,121123,Attacking Mid/Winger,18,0.0,3.0,0.0,0.0,0.0,0.01515127,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1007,2022/23,Pontus Jansson,121123,Center Back,747,256.0,315.0,0.8126984126984127,161.0,14.0,0.3627990299999999,0.20740137,0.0,4.0,5.0,9.0,3.0,22.0,24.0,11.0,397.0,8.0,13.0,17.0,1.0,0.0,1.0,2.0,0.0801508099999999,0.9400226
1008,2022/23,Pontus Jansson,121123,Forward,1,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036052,0.0107808199999999
1009,2022/23,Raheem Sterling,97692,Attacking Mid/Winger,898,245.0,318.0,0.7704402515723271,83.0,6.0,1.29670471,1.7626898,1.7518141,16.0,12.0,1.0,23.0,2.0,35.0,9.0,473.0,56.0,273.0,24.0,35.0,22.0,24.0,21.0,1.32873244,2.64709379
1010,2022/23,Raheem Sterling,97692,Forward,941,240.0,320.0,0.75,88.0,0.0,1.32992553,4.502924,2.268804,23.0,5.0,0.0,29.0,3.0,28.0,5.0,493.0,60.0,326.0,22.0,36.0,18.0,25.0,18.0,1.6268838,3.0559912100000006
1011,2022/23,Raheem Sterling,97692,Full Back,155,29.0,45.0,0.6444444444444445,12.0,0.0,0.2029689799999999,0.59646505,0.15717468,3.0,1.0,1.0,1.0,0.0,3.0,2.0,66.0,12.0,44.0,6.0,4.0,5.0,7.0,0.0,0.1589704599999999,0.41796956
1012,2022/23,Raphaël Varane,93206,Attacking Mid/Winger,1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1013,2022/23,Raphaël Varane,93206,Center Back,2000,954.0,1103.0,0.8649138712601995,583.0,54.0,1.6738005700000005,0.87444407,0.359069,8.0,24.0,11.0,15.0,41.0,100.0,20.0,1309.0,18.0,56.0,61.0,21.0,5.0,1.0,6.0,0.6066839199999999,1.37090571
1014,2022/23,Rasmus Kristensen,302812,Attacking Mid/Winger,37,6.0,10.0,0.6,5.0,0.0,0.00389999,0.033334274,0.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,16.0,2.0,5.0,1.0,0.0,0.0,0.0,1.0,0.00496716,0.00757149
1015,2022/23,Rasmus Kristensen,302812,Center Back,528,184.0,238.0,0.773109243697479,124.0,12.0,0.4798162199999999,0.14579795,0.011365036,2.0,11.0,8.0,2.0,8.0,45.0,14.0,294.0,3.0,32.0,12.0,0.0,1.0,0.0,0.0,0.07032612,0.07181512
1016,2022/23,Rasmus Kristensen,302812,Center Mid,94,11.0,22.0,0.5,9.0,1.0,0.0788052799999999,0.16806425,0.05361557,3.0,1.0,3.0,1.0,3.0,4.0,2.0,35.0,3.0,13.0,2.0,0.0,1.0,0.0,0.0,0.005318,0.13499489
1017,2022/23,Rasmus Kristensen,302812,Forward,1,0.0,0.0,,0.0,0.0,0.0108143499999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1018,2022/23,Rasmus Kristensen,302812,Full Back,1425,539.0,772.0,0.6981865284974094,313.0,18.0,1.86266984,0.3483892,1.1134578,7.0,48.0,24.0,22.0,23.0,69.0,32.0,965.0,16.0,241.0,85.0,6.0,17.0,3.0,6.0,0.2239797399999999,1.5564699500000003
1019,2022/23,Rayan Aït-Nouri,355401,Attacking Mid/Winger,99,29.0,37.0,0.7837837837837838,12.0,0.0,0.0602157299999999,0.15014435,0.061582852,3.0,4.0,2.0,3.0,1.0,4.0,3.0,68.0,7.0,37.0,2.0,3.0,2.0,4.0,3.0,0.2117002399999999,0.1113495
1020,2022/23,Rayan Aït-Nouri,355401,Full Back,1037,441.0,539.0,0.8181818181818182,214.0,7.0,1.5072207600000005,0.75052536,0.81525314,7.0,29.0,7.0,23.0,13.0,57.0,15.0,729.0,25.0,218.0,39.0,22.0,13.0,7.0,25.0,0.5316997099999999,1.18948434
1021,2022/23,Raúl Jiménez,108186,Attacking Mid/Winger,31,5.0,12.0,0.4166666666666667,3.0,0.0,0.00445874,0.10860364,0.0,2.0,0.0,0.0,2.0,3.0,1.0,2.0,23.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3673136999999999
1022,2022/23,Raúl Jiménez,108186,Forward,880,135.0,186.0,0.7258064516129032,41.0,6.0,0.6021610299999999,2.3641548,1.4616419,18.0,9.0,0.0,26.0,21.0,20.0,6.0,306.0,40.0,127.0,12.0,11.0,13.0,8.0,5.0,0.23429956,3.0276140300000005
1023,2022/23,Reece James,361330,Attacking Mid/Winger,114,55.0,65.0,0.8461538461538461,10.0,0.0,0.05789738,0.0,0.0,0.0,2.0,0.0,4.0,1.0,5.0,2.0,83.0,6.0,45.0,1.0,5.0,0.0,4.0,2.0,0.1488751299999999,0.20344698
1024,2022/23,Reece James,361330,Center Back,321,237.0,270.0,0.8777777777777778,132.0,15.0,1.21503395,0.4709771,0.7273852,4.0,12.0,6.0,5.0,4.0,21.0,14.0,317.0,4.0,76.0,27.0,6.0,10.0,0.0,2.0,0.14238547,0.3488066099999999
1025,2022/23,Reece James,361330,Full Back,883,599.0,712.0,0.8412921348314607,263.0,24.0,2.7929278500000003,0.34539393,1.9361434,12.0,17.0,6.0,18.0,18.0,63.0,15.0,853.0,18.0,297.0,55.0,16.0,25.0,3.0,18.0,0.58709617,1.22143553
1026,2022/23,Reiss Nelson,342564,Attacking Mid/Winger,165,79.0,93.0,0.8494623655913979,25.0,2.0,0.68441051,1.3723346,0.81379473,7.0,3.0,0.0,8.0,2.0,13.0,0.0,136.0,18.0,83.0,5.0,15.0,5.0,10.0,4.0,0.30611247,0.7045947400000002
1027,2022/23,Reiss Nelson,342564,Center Mid,33,5.0,7.0,0.7142857142857143,1.0,0.0,0.0001071899999999,0.19801238,0.0,3.0,1.0,0.0,3.0,0.0,1.0,0.0,16.0,3.0,7.0,0.0,5.0,0.0,3.0,2.0,0.09527588,0.03797929
1028,2022/23,Reiss Nelson,342564,Forward,26,17.0,20.0,0.85,5.0,0.0,0.1312980399999999,0.069801964,0.16755345,2.0,0.0,0.0,1.0,0.0,2.0,0.0,23.0,5.0,20.0,2.0,2.0,3.0,2.0,1.0,0.07572675,0.09155505
1029,2022/23,Remo Freuler,302691,Center Mid,2272,664.0,835.0,0.7952095808383234,396.0,22.0,1.5516324500000005,0.41739744,0.47399735,8.0,43.0,29.0,36.0,26.0,137.0,51.0,1098.0,13.0,173.0,49.0,10.0,7.0,1.0,8.0,0.22350651,0.9432287
1030,2022/23,Renan Lodi,326646,Attacking Mid/Winger,190,63.0,93.0,0.6774193548387096,27.0,4.0,0.3115202,0.08178406,0.13760504,1.0,5.0,1.0,4.0,2.0,15.0,6.0,120.0,3.0,27.0,4.0,1.0,1.0,0.0,0.0,0.04634924,0.16712886
1031,2022/23,Renan Lodi,326646,Full Back,2151,520.0,780.0,0.6666666666666666,213.0,34.0,2.39864652,0.6261197,0.82497,14.0,47.0,32.0,67.0,16.0,138.0,48.0,1105.0,18.0,248.0,72.0,15.0,27.0,6.0,16.0,0.36494497,1.19845217
1032,2022/23,Ricardo Pereira,120763,Attacking Mid/Winger,119,55.0,75.0,0.7333333333333333,21.0,2.0,0.11571461,0.037105665,0.07306479,1.0,4.0,1.0,3.0,1.0,6.0,3.0,99.0,2.0,19.0,1.0,1.0,1.0,2.0,0.0,0.04621106,0.13238032
1033,2022/23,Ricardo Pereira,120763,Full Back,372,197.0,245.0,0.8040816326530612,121.0,6.0,0.9300792,0.06320874,0.2456828,1.0,7.0,3.0,5.0,4.0,24.0,4.0,301.0,2.0,72.0,19.0,1.0,10.0,1.0,5.0,0.0720573499999999,0.21119198
1034,2022/23,Richarlison,317804,Attacking Mid/Winger,912,163.0,230.0,0.7086956521739131,73.0,10.0,1.18038915,2.5074587,1.6084039,21.0,20.0,5.0,30.0,13.0,47.0,16.0,415.0,53.0,184.0,20.0,25.0,16.0,19.0,12.0,0.8907509899999999,2.4284522600000003
1035,2022/23,Richarlison,317804,Center Back,1,2.0,2.0,1.0,2.0,0.0,0.02446201,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00506004
1036,2022/23,Richarlison,317804,Center Mid,51,12.0,16.0,0.75,6.0,0.0,0.03312009,0.6426427,0.0,2.0,1.0,0.0,2.0,2.0,1.0,1.0,23.0,3.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0011536599999999,0.54338768
1037,2022/23,Richarlison,317804,Forward,20,4.0,7.0,0.5714285714285714,0.0,0.0,0.0,0.18838418,0.070539884,3.0,0.0,0.0,0.0,3.0,0.0,0.0,10.0,6.0,7.0,0.0,1.0,0.0,2.0,0.0,0.1494026,0.19731495
1038,2022/23,Richarlison,317804,Full Back,89,15.0,24.0,0.625,5.0,0.0,0.03221258,0.07454706,0.0,1.0,0.0,0.0,3.0,0.0,4.0,0.0,42.0,4.0,24.0,1.0,0.0,1.0,0.0,0.0,0.00929758,0.1333506599999999
1039,2022/23,Rico Henry,229562,Full Back,3430,876.0,1197.0,0.731829573934837,456.0,42.0,4.692508980000002,2.2367926,2.7618406,22.0,57.0,30.0,70.0,40.0,197.0,56.0,1699.0,33.0,519.0,120.0,34.0,43.0,11.0,26.0,0.7330981099999999,3.65171744
1040,2022/23,Rico Lewis,444791,Attacking Mid/Winger,46,31.0,32.0,0.96875,14.0,0.0,0.04130665,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,40.0,0.0,19.0,0.0,2.0,0.0,0.0,0.0,0.0256127,0.04883936
1041,2022/23,Rico Lewis,444791,Center Back,16,13.0,14.0,0.9285714285714286,7.0,1.0,0.0223652899999999,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,18.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.00688809,0.00595756
1042,2022/23,Rico Lewis,444791,Center Mid,438,283.0,310.0,0.9129032258064516,122.0,4.0,1.0168287100000002,0.17515126,0.7451132,3.0,7.0,3.0,13.0,0.0,20.0,5.0,358.0,7.0,107.0,9.0,3.0,8.0,0.0,2.0,0.18197551,0.4639822099999999
1043,2022/23,Rico Lewis,444791,Full Back,442,290.0,318.0,0.9119496855345912,121.0,2.0,0.39006342,0.12555099,0.43865207,2.0,6.0,2.0,15.0,0.0,20.0,4.0,371.0,5.0,77.0,6.0,9.0,5.0,3.0,6.0,0.25743412,0.2531749399999999
1044,2022/23,Riyad Mahrez,104749,Attacking Mid/Winger,1927,911.0,1113.0,0.8185085354896675,228.0,34.0,4.19706344,3.6575706,6.131258,39.0,29.0,8.0,56.0,9.0,78.0,26.0,1428.0,108.0,809.0,85.0,74.0,74.0,50.0,23.0,1.86574473,4.500595980000001
1045,2022/23,Riyad Mahrez,104749,Center Mid,87,47.0,53.0,0.8867924528301887,8.0,2.0,0.0811390799999999,1.133384,0.051866483,3.0,1.0,1.0,2.0,0.0,4.0,2.0,74.0,8.0,36.0,3.0,2.0,1.0,2.0,2.0,0.1569829999999999,0.3448234699999999
1046,2022/23,Rob Holding,288795,Attacking Mid/Winger,22,5.0,5.0,1.0,3.0,0.0,0.00612722,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1047,2022/23,Rob Holding,288795,Center Back,581,377.0,434.0,0.868663594470046,282.0,21.0,0.58717639,0.22670007,0.0,5.0,7.0,3.0,7.0,21.0,38.0,4.0,499.0,8.0,16.0,16.0,6.0,2.0,1.0,1.0,0.16336276,0.58183882
1048,2022/23,Rob Holding,288795,Center Mid,9,0.0,1.0,0.0,0.0,0.0,0.07835109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1049,2022/23,Robert Sánchez,362151,Goalkeeper,2187,604.0,776.0,0.7783505154639175,581.0,77.0,0.7566935500000002,0.0,0.0,0.0,1.0,3.0,1.0,7.0,25.0,3.0,867.0,0.0,0.0,64.0,0.0,1.0,0.0,0.0,0.06280011,0.13743194
1050,2022/23,Roberto Firmino,96182,Attacking Mid/Winger,431,137.0,181.0,0.7569060773480663,74.0,3.0,0.4739316,1.2189713,0.55932605,7.0,6.0,5.0,2.0,2.0,16.0,6.0,260.0,24.0,101.0,17.0,4.0,8.0,4.0,8.0,0.33364666,1.53098877
1051,2022/23,Roberto Firmino,96182,Center Mid,62,19.0,25.0,0.76,13.0,0.0,0.06445533,0.67795336,0.008411443,4.0,2.0,0.0,1.0,1.0,9.0,2.0,39.0,6.0,16.0,2.0,0.0,1.0,0.0,0.0,0.00777268,0.5629056499999998
1052,2022/23,Roberto Firmino,96182,Forward,785,288.0,358.0,0.8044692737430168,139.0,4.0,1.34398395,6.47272,1.681143,28.0,9.0,2.0,12.0,12.0,39.0,9.0,483.0,60.0,190.0,28.0,13.0,20.0,8.0,5.0,0.60494325,3.5280785600000004
1053,2022/23,Robin Koch,276205,Center Back,3077,1161.0,1498.0,0.7750333778371161,851.0,80.0,2.52730258,0.68378764,0.08430758,12.0,46.0,42.0,48.0,99.0,175.0,53.0,1868.0,18.0,60.0,130.0,5.0,7.0,4.0,1.0,0.3999470999999999,1.90472258
1054,2022/23,Robin Koch,276205,Center Mid,291,68.0,92.0,0.7391304347826086,49.0,10.0,0.35243911,0.51891863,0.2781697,5.0,7.0,1.0,4.0,12.0,18.0,2.0,134.0,14.0,46.0,9.0,0.0,5.0,1.0,0.0,0.02030241,0.99675046
1055,2022/23,Robin Olsen,41554,Goalkeeper,297,74.0,129.0,0.5736434108527132,73.0,19.0,0.1342333899999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,152.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.00336398,0.00795501
1056,2022/23,Rodri,303139,Center Back,108,92.0,100.0,0.92,64.0,3.0,0.08871355,0.0,0.0,0.0,1.0,0.0,2.0,3.0,8.0,0.0,109.0,0.0,2.0,4.0,2.0,0.0,0.0,1.0,0.03593796,0.01161689
1057,2022/23,Rodri,303139,Center Mid,2962,2631.0,2886.0,0.9116424116424116,1464.0,168.0,5.851583370000001,3.9176407,5.0205894,50.0,66.0,33.0,65.0,69.0,293.0,70.0,3258.0,62.0,615.0,126.0,65.0,40.0,9.0,24.0,1.7748803599999994,6.568012169999999
1058,2022/23,Rodrigo,83459,Attacking Mid/Winger,703,139.0,191.0,0.7277486910994765,52.0,10.0,1.0853209300000002,2.1616225,0.77403903,16.0,13.0,4.0,17.0,11.0,31.0,9.0,299.0,30.0,121.0,17.0,7.0,14.0,6.0,5.0,0.5025125,1.96207907
1059,2022/23,Rodrigo,83459,Center Mid,46,9.0,12.0,0.75,3.0,0.0,0.01293673,0.07153487,0.0,2.0,3.0,0.0,0.0,0.0,2.0,1.0,24.0,3.0,8.0,0.0,2.0,1.0,2.0,0.0,0.0258330199999999,0.1977485399999999
1060,2022/23,Rodrigo,83459,Forward,1291,241.0,342.0,0.7046783625730995,86.0,13.0,0.93141973,4.9818974,1.0258437,48.0,8.0,2.0,23.0,23.0,33.0,8.0,524.0,81.0,229.0,18.0,23.0,11.0,26.0,7.0,0.75685165,4.99336882
1061,2022/23,Rodrigo Bentancur,303657,Center Mid,1575,738.0,877.0,0.8415051311288484,371.0,23.0,1.2966437600000005,2.148453,0.7757264,15.0,45.0,20.0,32.0,15.0,128.0,37.0,1130.0,20.0,184.0,40.0,13.0,9.0,2.0,21.0,0.3758439599999999,1.59259081
1062,2022/23,Romain Perraud,331466,Attacking Mid/Winger,135,44.0,60.0,0.7333333333333333,24.0,2.0,0.3438835,0.0,0.0,0.0,3.0,0.0,2.0,2.0,8.0,2.0,80.0,2.0,23.0,5.0,1.0,1.0,1.0,0.0,0.02906368,0.11046269
1063,2022/23,Romain Perraud,331466,Full Back,1810,579.0,820.0,0.7060975609756097,287.0,11.0,2.47675972,1.3280963,1.7762454,30.0,51.0,20.0,44.0,12.0,89.0,38.0,1129.0,39.0,391.0,65.0,25.0,22.0,10.0,10.0,0.8763533099999998,1.95912499
1064,2022/23,Roméo Lavia,425319,Center Back,6,0.0,0.0,,0.0,0.0,0.03273969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
